sample_id,entity_id,date,split,country,location_name,target_nasa_power_precipitation_mm,target_open_meteo_precipitation_mm,target_baseline_two_source_mean_mm,target_nasa_reference_consensus_mm,target_open_meteo_reference_consensus_mm
SEA_VN_HANOI__20210724,SEA_VN_HANOI,2021-07-24,train,Vietnam,Hanoi,5.94,3.2,4.57,4.567258064516129,4.572741935483871
SEA_VN_HANOI__20210725,SEA_VN_HANOI,2021-07-25,train,Vietnam,Hanoi,7.59,6.3,6.945,6.942258064516129,6.947741935483871
SEA_VN_HANOI__20210726,SEA_VN_HANOI,2021-07-26,train,Vietnam,Hanoi,6.68,1.6,4.14,4.137258064516129,4.142741935483871
SEA_VN_HANOI__20210727,SEA_VN_HANOI,2021-07-27,train,Vietnam,Hanoi,2.89,0.6,1.745,1.7422580645161292,1.747741935483871
SEA_VN_HANOI__20210728,SEA_VN_HANOI,2021-07-28,train,Vietnam,Hanoi,9.82,1.3,5.5600000000000005,5.557258064516129,5.562741935483872
SEA_VN_HANOI__20210729,SEA_VN_HANOI,2021-07-29,train,Vietnam,Hanoi,11.3,5.3,8.3,8.297258064516129,8.302741935483871
SEA_VN_HANOI__20210730,SEA_VN_HANOI,2021-07-30,train,Vietnam,Hanoi,0.17,0.9,0.535,0.5322580645161291,0.5377419354838708
SEA_VN_HANOI__20210731,SEA_VN_HANOI,2021-07-31,train,Vietnam,Hanoi,18.4,14.1,16.25,16.247258064516128,16.25274193548387
SEA_VN_HANOI__20210801,SEA_VN_HANOI,2021-08-01,train,Vietnam,Hanoi,33.01,25.9,29.455,28.68197580645161,30.228024193548386
SEA_VN_HANOI__20210802,SEA_VN_HANOI,2021-08-02,train,Vietnam,Hanoi,3.53,0.2,1.865,1.765,2.6380241935483872
SEA_VN_HANOI__20210803,SEA_VN_HANOI,2021-08-03,train,Vietnam,Hanoi,0.45,1.3,0.875,0.225,1.648024193548387
SEA_VN_HANOI__20210804,SEA_VN_HANOI,2021-08-04,train,Vietnam,Hanoi,0.4,0.1,0.25,0.2,1.023024193548387
SEA_VN_HANOI__20210805,SEA_VN_HANOI,2021-08-05,train,Vietnam,Hanoi,0.0,0.0,0.0,0.0,0.773024193548387
SEA_VN_HANOI__20210806,SEA_VN_HANOI,2021-08-06,train,Vietnam,Hanoi,0.0,0.0,0.0,0.0,0.773024193548387
SEA_VN_HANOI__20210807,SEA_VN_HANOI,2021-08-07,train,Vietnam,Hanoi,0.03,0.0,0.015,0.015,0.788024193548387
SEA_VN_HANOI__20210808,SEA_VN_HANOI,2021-08-08,train,Vietnam,Hanoi,0.16,0.0,0.08,0.08,0.853024193548387
SEA_VN_HANOI__20210809,SEA_VN_HANOI,2021-08-09,train,Vietnam,Hanoi,0.61,34.0,17.305,16.531975806451612,18.078024193548387
SEA_VN_HANOI__20210810,SEA_VN_HANOI,2021-08-10,train,Vietnam,Hanoi,14.6,12.4,13.5,12.726975806451613,14.273024193548387
SEA_VN_HANOI__20210811,SEA_VN_HANOI,2021-08-11,train,Vietnam,Hanoi,25.01,16.5,20.755000000000003,19.98197580645161,21.52802419354839
SEA_VN_HANOI__20210812,SEA_VN_HANOI,2021-08-12,train,Vietnam,Hanoi,11.2,0.9,6.05,5.6,6.823024193548387
SEA_VN_HANOI__20210813,SEA_VN_HANOI,2021-08-13,train,Vietnam,Hanoi,4.82,0.3,2.56,2.41,3.333024193548387
SEA_VN_HANOI__20210814,SEA_VN_HANOI,2021-08-14,train,Vietnam,Hanoi,3.4,36.5,19.95,19.17697580645161,20.723024193548387
SEA_VN_HANOI__20210815,SEA_VN_HANOI,2021-08-15,train,Vietnam,Hanoi,10.81,24.3,17.555,16.781975806451612,18.328024193548387
SEA_VN_HANOI__20210816,SEA_VN_HANOI,2021-08-16,train,Vietnam,Hanoi,5.5,2.0,3.75,2.976975806451613,4.523024193548388
SEA_VN_HANOI__20210817,SEA_VN_HANOI,2021-08-17,train,Vietnam,Hanoi,10.88,1.5,6.19,5.44,6.963024193548387
SEA_VN_HANOI__20210818,SEA_VN_HANOI,2021-08-18,train,Vietnam,Hanoi,11.28,8.8,10.04,9.266975806451612,10.813024193548388
SEA_VN_HANOI__20210819,SEA_VN_HANOI,2021-08-19,train,Vietnam,Hanoi,6.84,6.6,6.72,5.946975806451613,7.493024193548387
SEA_VN_HANOI__20210820,SEA_VN_HANOI,2021-08-20,train,Vietnam,Hanoi,3.88,4.9,4.390000000000001,3.616975806451613,5.163024193548387
SEA_VN_HANOI__20210821,SEA_VN_HANOI,2021-08-21,train,Vietnam,Hanoi,0.02,0.3,0.16,0.01,0.9330241935483872
SEA_VN_HANOI__20210822,SEA_VN_HANOI,2021-08-22,train,Vietnam,Hanoi,9.96,0.1,5.03,4.98,5.803024193548388
SEA_VN_HANOI__20210823,SEA_VN_HANOI,2021-08-23,train,Vietnam,Hanoi,34.13,5.0,19.565,18.79197580645161,20.33802419354839
SEA_VN_HANOI__20210824,SEA_VN_HANOI,2021-08-24,train,Vietnam,Hanoi,3.33,12.6,7.965,7.191975806451613,8.738024193548387
SEA_VN_HANOI__20210825,SEA_VN_HANOI,2021-08-25,train,Vietnam,Hanoi,3.2,2.0,2.6,1.826975806451613,3.373024193548387
SEA_VN_HANOI__20210826,SEA_VN_HANOI,2021-08-26,train,Vietnam,Hanoi,15.97,14.9,15.435,14.661975806451617,16.208024193548386
SEA_VN_HANOI__20210827,SEA_VN_HANOI,2021-08-27,train,Vietnam,Hanoi,7.69,4.8,6.245,5.4719758064516135,7.018024193548387
SEA_VN_HANOI__20210828,SEA_VN_HANOI,2021-08-28,train,Vietnam,Hanoi,16.04,4.3,10.17,9.396975806451612,10.943024193548387
SEA_VN_HANOI__20210829,SEA_VN_HANOI,2021-08-29,train,Vietnam,Hanoi,0.34,2.1,1.22,0.446975806451613,1.9930241935483872
SEA_VN_HANOI__20210830,SEA_VN_HANOI,2021-08-30,train,Vietnam,Hanoi,2.07,0.6,1.335,1.035,2.108024193548387
SEA_VN_HANOI__20210831,SEA_VN_HANOI,2021-08-31,train,Vietnam,Hanoi,0.64,2.2,1.4200000000000002,0.6469758064516131,2.1930241935483874
SEA_VN_HANOI__20210901,SEA_VN_HANOI,2021-09-01,train,Vietnam,Hanoi,6.75,9.3,8.025,6.60775,9.44225
SEA_VN_HANOI__20210902,SEA_VN_HANOI,2021-09-02,train,Vietnam,Hanoi,44.14,7.1,25.62,24.20275,27.03725
SEA_VN_HANOI__20210903,SEA_VN_HANOI,2021-09-03,train,Vietnam,Hanoi,5.11,3.7,4.405,2.98775,5.82225
SEA_VN_HANOI__20210904,SEA_VN_HANOI,2021-09-04,train,Vietnam,Hanoi,6.1,10.8,8.45,7.03275,9.86725
SEA_VN_HANOI__20210905,SEA_VN_HANOI,2021-09-05,train,Vietnam,Hanoi,19.54,5.9,12.72,11.30275,14.137249999999998
SEA_VN_HANOI__20210906,SEA_VN_HANOI,2021-09-06,train,Vietnam,Hanoi,1.18,3.8,2.49,1.07275,3.90725
SEA_VN_HANOI__20210907,SEA_VN_HANOI,2021-09-07,train,Vietnam,Hanoi,5.68,20.6,13.14,11.72275,14.55725
SEA_VN_HANOI__20210908,SEA_VN_HANOI,2021-09-08,train,Vietnam,Hanoi,42.01,19.5,30.755,29.33775,32.17225
SEA_VN_HANOI__20210909,SEA_VN_HANOI,2021-09-09,train,Vietnam,Hanoi,18.11,2.4,10.255,9.055,11.672249999999998
SEA_VN_HANOI__20210910,SEA_VN_HANOI,2021-09-10,train,Vietnam,Hanoi,0.15,0.0,0.075,0.075,1.49225
SEA_VN_HANOI__20210911,SEA_VN_HANOI,2021-09-11,train,Vietnam,Hanoi,0.06,0.2,0.13,0.03,1.54725
SEA_VN_HANOI__20210912,SEA_VN_HANOI,2021-09-12,train,Vietnam,Hanoi,0.07,0.0,0.035,0.035,1.4522499999999998
SEA_VN_HANOI__20210913,SEA_VN_HANOI,2021-09-13,train,Vietnam,Hanoi,12.73,26.1,19.415,17.997750000000003,20.83225
SEA_VN_HANOI__20210914,SEA_VN_HANOI,2021-09-14,train,Vietnam,Hanoi,18.02,18.8,18.41,16.99275,19.82725
SEA_VN_HANOI__20210915,SEA_VN_HANOI,2021-09-15,train,Vietnam,Hanoi,19.18,9.9,14.54,13.12275,15.957249999999998
SEA_VN_HANOI__20210916,SEA_VN_HANOI,2021-09-16,train,Vietnam,Hanoi,9.99,1.2,5.595,4.995,7.01225
SEA_VN_HANOI__20210917,SEA_VN_HANOI,2021-09-17,train,Vietnam,Hanoi,9.99,0.7,5.345,4.995,6.76225
SEA_VN_HANOI__20210918,SEA_VN_HANOI,2021-09-18,train,Vietnam,Hanoi,4.11,0.9,2.5050000000000003,2.055,3.92225
SEA_VN_HANOI__20210919,SEA_VN_HANOI,2021-09-19,train,Vietnam,Hanoi,2.66,0.3,1.48,1.33,2.89725
SEA_VN_HANOI__20210920,SEA_VN_HANOI,2021-09-20,train,Vietnam,Hanoi,19.19,5.6,12.395,10.97775,13.81225
SEA_VN_HANOI__20210921,SEA_VN_HANOI,2021-09-21,train,Vietnam,Hanoi,4.26,1.8,3.03,2.13,4.44725
SEA_VN_HANOI__20210922,SEA_VN_HANOI,2021-09-22,train,Vietnam,Hanoi,3.02,6.7,4.86,3.44275,6.27725
SEA_VN_HANOI__20210923,SEA_VN_HANOI,2021-09-23,train,Vietnam,Hanoi,8.52,5.1,6.81,5.39275,8.22725
SEA_VN_HANOI__20210924,SEA_VN_HANOI,2021-09-24,train,Vietnam,Hanoi,34.21,36.7,35.455,34.03775,36.87225
SEA_VN_HANOI__20210925,SEA_VN_HANOI,2021-09-25,train,Vietnam,Hanoi,38.33,24.3,31.315,29.89775,32.73225
SEA_VN_HANOI__20210926,SEA_VN_HANOI,2021-09-26,train,Vietnam,Hanoi,11.44,8.9,10.17,8.752749999999999,11.58725
SEA_VN_HANOI__20210927,SEA_VN_HANOI,2021-09-27,train,Vietnam,Hanoi,11.72,4.4,8.06,6.64275,9.477250000000002
SEA_VN_HANOI__20210928,SEA_VN_HANOI,2021-09-28,train,Vietnam,Hanoi,0.65,0.0,0.325,0.325,1.74225
SEA_VN_HANOI__20210929,SEA_VN_HANOI,2021-09-29,train,Vietnam,Hanoi,0.02,0.0,0.01,0.01,1.42725
SEA_VN_HANOI__20210930,SEA_VN_HANOI,2021-09-30,train,Vietnam,Hanoi,1.38,0.0,0.69,0.69,2.10725
SEA_VN_HANOI__20211001,SEA_VN_HANOI,2021-10-01,train,Vietnam,Hanoi,4.01,3.4,3.705,3.3983870967741936,4.011612903225807
SEA_VN_HANOI__20211002,SEA_VN_HANOI,2021-10-02,train,Vietnam,Hanoi,4.14,1.2,2.67,2.363387096774193,2.9766129032258064
SEA_VN_HANOI__20211003,SEA_VN_HANOI,2021-10-03,train,Vietnam,Hanoi,3.56,0.1,1.83,1.78,2.1366129032258065
SEA_VN_HANOI__20211004,SEA_VN_HANOI,2021-10-04,train,Vietnam,Hanoi,4.41,2.2,3.305,2.9983870967741937,3.611612903225807
SEA_VN_HANOI__20211005,SEA_VN_HANOI,2021-10-05,train,Vietnam,Hanoi,9.95,4.6,7.274999999999999,6.968387096774193,7.581612903225806
SEA_VN_HANOI__20211006,SEA_VN_HANOI,2021-10-06,train,Vietnam,Hanoi,3.59,1.6,2.595,2.2883870967741933,2.9016129032258062
SEA_VN_HANOI__20211007,SEA_VN_HANOI,2021-10-07,train,Vietnam,Hanoi,0.03,0.8,0.415,0.1083870967741935,0.7216129032258065
SEA_VN_HANOI__20211008,SEA_VN_HANOI,2021-10-08,train,Vietnam,Hanoi,0.14,0.0,0.07,0.07,0.3766129032258065
SEA_VN_HANOI__20211009,SEA_VN_HANOI,2021-10-09,train,Vietnam,Hanoi,11.37,54.0,32.685,32.3783870967742,32.99161290322581
SEA_VN_HANOI__20211010,SEA_VN_HANOI,2021-10-10,train,Vietnam,Hanoi,61.01,122.8,91.905,91.5983870967742,92.2116129032258
SEA_VN_HANOI__20211011,SEA_VN_HANOI,2021-10-11,train,Vietnam,Hanoi,19.24,37.3,28.27,27.96338709677419,28.576612903225804
SEA_VN_HANOI__20211012,SEA_VN_HANOI,2021-10-12,train,Vietnam,Hanoi,0.02,0.0,0.01,0.01,0.3166129032258065
SEA_VN_HANOI__20211013,SEA_VN_HANOI,2021-10-13,train,Vietnam,Hanoi,10.71,44.7,27.705,27.3983870967742,28.01161290322581
SEA_VN_HANOI__20211014,SEA_VN_HANOI,2021-10-14,train,Vietnam,Hanoi,17.36,27.7,22.53,22.223387096774196,22.83661290322581
SEA_VN_HANOI__20211015,SEA_VN_HANOI,2021-10-15,train,Vietnam,Hanoi,27.32,11.4,19.36,19.053387096774195,19.666612903225808
SEA_VN_HANOI__20211016,SEA_VN_HANOI,2021-10-16,train,Vietnam,Hanoi,10.77,2.1,6.435,6.128387096774193,6.741612903225806
SEA_VN_HANOI__20211017,SEA_VN_HANOI,2021-10-17,train,Vietnam,Hanoi,1.59,4.0,2.795,2.488387096774193,3.1016129032258064
SEA_VN_HANOI__20211018,SEA_VN_HANOI,2021-10-18,train,Vietnam,Hanoi,5.07,3.6,4.335,4.0283870967741935,4.641612903225806
SEA_VN_HANOI__20211019,SEA_VN_HANOI,2021-10-19,train,Vietnam,Hanoi,2.09,1.1,1.595,1.2883870967741935,1.9016129032258065
SEA_VN_HANOI__20211020,SEA_VN_HANOI,2021-10-20,train,Vietnam,Hanoi,0.12,5.7,2.91,2.6033870967741937,3.2166129032258066
SEA_VN_HANOI__20211021,SEA_VN_HANOI,2021-10-21,train,Vietnam,Hanoi,4.88,12.8,8.84,8.533387096774193,9.146612903225806
SEA_VN_HANOI__20211022,SEA_VN_HANOI,2021-10-22,train,Vietnam,Hanoi,3.7,0.0,1.85,1.85,2.1566129032258066
SEA_VN_HANOI__20211023,SEA_VN_HANOI,2021-10-23,train,Vietnam,Hanoi,0.08,0.0,0.04,0.04,0.3466129032258064
SEA_VN_HANOI__20211024,SEA_VN_HANOI,2021-10-24,train,Vietnam,Hanoi,0.0,0.0,0.0,0.0,0.3066129032258065
SEA_VN_HANOI__20211025,SEA_VN_HANOI,2021-10-25,train,Vietnam,Hanoi,0.0,0.0,0.0,0.0,0.3066129032258065
SEA_VN_HANOI__20211026,SEA_VN_HANOI,2021-10-26,train,Vietnam,Hanoi,0.0,0.0,0.0,0.0,0.3066129032258065
SEA_VN_HANOI__20211027,SEA_VN_HANOI,2021-10-27,train,Vietnam,Hanoi,0.07,0.0,0.035,0.035,0.3416129032258065
SEA_VN_HANOI__20211028,SEA_VN_HANOI,2021-10-28,train,Vietnam,Hanoi,17.18,16.9,17.04,16.733387096774194,17.346612903225804
SEA_VN_HANOI__20211029,SEA_VN_HANOI,2021-10-29,train,Vietnam,Hanoi,27.11,109.3,68.205,67.8983870967742,68.51161290322581
SEA_VN_HANOI__20211030,SEA_VN_HANOI,2021-10-30,train,Vietnam,Hanoi,13.15,11.3,12.225,11.918387096774191,12.531612903225806
SEA_VN_HANOI__20211031,SEA_VN_HANOI,2021-10-31,train,Vietnam,Hanoi,4.3,16.7,10.5,10.193387096774194,10.806612903225806
SEA_VN_HANOI__20211101,SEA_VN_HANOI,2021-11-01,train,Vietnam,Hanoi,5.93,3.4,4.665,4.325541666666666,5.004458333333333
SEA_VN_HANOI__20211102,SEA_VN_HANOI,2021-11-02,train,Vietnam,Hanoi,5.96,3.6,4.78,4.440541666666666,5.119458333333333
SEA_VN_HANOI__20211103,SEA_VN_HANOI,2021-11-03,train,Vietnam,Hanoi,2.56,0.0,1.28,1.28,1.6194583333333332
SEA_VN_HANOI__20211104,SEA_VN_HANOI,2021-11-04,train,Vietnam,Hanoi,0.02,0.1,0.06,0.01,0.3994583333333332
SEA_VN_HANOI__20211105,SEA_VN_HANOI,2021-11-05,train,Vietnam,Hanoi,0.03,0.0,0.015,0.015,0.3544583333333332
SEA_VN_HANOI__20211106,SEA_VN_HANOI,2021-11-06,train,Vietnam,Hanoi,0.07,0.1,0.085,0.035,0.4244583333333332
SEA_VN_HANOI__20211107,SEA_VN_HANOI,2021-11-07,train,Vietnam,Hanoi,3.71,28.3,16.005,15.665541666666668,16.344458333333336
SEA_VN_HANOI__20211108,SEA_VN_HANOI,2021-11-08,train,Vietnam,Hanoi,3.95,0.2,2.075,1.975,2.4144583333333336
SEA_VN_HANOI__20211109,SEA_VN_HANOI,2021-11-09,train,Vietnam,Hanoi,0.05,0.0,0.025,0.025,0.3644583333333333
SEA_VN_HANOI__20211110,SEA_VN_HANOI,2021-11-10,train,Vietnam,Hanoi,0.02,0.0,0.01,0.01,0.3494583333333332
SEA_VN_HANOI__20211111,SEA_VN_HANOI,2021-11-11,train,Vietnam,Hanoi,0.0,0.0,0.0,0.0,0.3394583333333332
SEA_VN_HANOI__20211112,SEA_VN_HANOI,2021-11-12,train,Vietnam,Hanoi,0.03,0.0,0.015,0.015,0.3544583333333332
SEA_VN_HANOI__20211113,SEA_VN_HANOI,2021-11-13,train,Vietnam,Hanoi,0.01,0.0,0.005,0.005,0.3444583333333332
SEA_VN_HANOI__20211114,SEA_VN_HANOI,2021-11-14,train,Vietnam,Hanoi,0.1,0.0,0.05,0.05,0.3894583333333332
SEA_VN_HANOI__20211115,SEA_VN_HANOI,2021-11-15,train,Vietnam,Hanoi,0.04,0.0,0.02,0.02,0.3594583333333332
SEA_VN_HANOI__20211116,SEA_VN_HANOI,2021-11-16,train,Vietnam,Hanoi,0.21,1.2,0.705,0.3655416666666667,1.0444583333333333
SEA_VN_HANOI__20211117,SEA_VN_HANOI,2021-11-17,train,Vietnam,Hanoi,0.77,0.5,0.635,0.385,0.9744583333333332
SEA_VN_HANOI__20211118,SEA_VN_HANOI,2021-11-18,train,Vietnam,Hanoi,0.02,0.0,0.01,0.01,0.3494583333333332
SEA_VN_HANOI__20211119,SEA_VN_HANOI,2021-11-19,train,Vietnam,Hanoi,0.7,0.7,0.7,0.3605416666666667,1.0394583333333332
SEA_VN_HANOI__20211120,SEA_VN_HANOI,2021-11-20,train,Vietnam,Hanoi,1.1,1.7,1.4,1.0605416666666667,1.739458333333333
SEA_VN_HANOI__20211121,SEA_VN_HANOI,2021-11-21,train,Vietnam,Hanoi,3.38,9.7,6.539999999999999,6.200541666666666,6.879458333333333
SEA_VN_HANOI__20211122,SEA_VN_HANOI,2021-11-22,train,Vietnam,Hanoi,3.31,0.0,1.655,1.655,1.9944583333333328
SEA_VN_HANOI__20211123,SEA_VN_HANOI,2021-11-23,train,Vietnam,Hanoi,0.24,0.0,0.12,0.12,0.4594583333333332
SEA_VN_HANOI__20211124,SEA_VN_HANOI,2021-11-24,train,Vietnam,Hanoi,0.74,1.4,1.0699999999999998,0.7305416666666666,1.4094583333333333
SEA_VN_HANOI__20211125,SEA_VN_HANOI,2021-11-25,train,Vietnam,Hanoi,0.39,0.1,0.245,0.195,0.5844583333333333
SEA_VN_HANOI__20211126,SEA_VN_HANOI,2021-11-26,train,Vietnam,Hanoi,0.01,0.0,0.005,0.005,0.3444583333333332
SEA_VN_HANOI__20211127,SEA_VN_HANOI,2021-11-27,train,Vietnam,Hanoi,0.02,0.0,0.01,0.01,0.3494583333333332
SEA_VN_HANOI__20211128,SEA_VN_HANOI,2021-11-28,train,Vietnam,Hanoi,0.0,0.0,0.0,0.0,0.3394583333333332
SEA_VN_HANOI__20211129,SEA_VN_HANOI,2021-11-29,train,Vietnam,Hanoi,0.0,0.0,0.0,0.0,0.3394583333333332
SEA_VN_HANOI__20211130,SEA_VN_HANOI,2021-11-30,train,Vietnam,Hanoi,0.02,0.0,0.01,0.01,0.3494583333333332
SEA_VN_HANOI__20211201,SEA_VN_HANOI,2021-12-01,train,Vietnam,Hanoi,0.0,0.0,0.0,0.0,0.0687096774193548
SEA_VN_HANOI__20211202,SEA_VN_HANOI,2021-12-02,train,Vietnam,Hanoi,0.0,0.0,0.0,0.0,0.0687096774193548
SEA_VN_HANOI__20211203,SEA_VN_HANOI,2021-12-03,train,Vietnam,Hanoi,0.0,0.0,0.0,0.0,0.0687096774193548
SEA_VN_HANOI__20211204,SEA_VN_HANOI,2021-12-04,train,Vietnam,Hanoi,0.0,0.0,0.0,0.0,0.0687096774193548
SEA_VN_HANOI__20211205,SEA_VN_HANOI,2021-12-05,train,Vietnam,Hanoi,0.0,0.0,0.0,0.0,0.0687096774193548
SEA_VN_HANOI__20211206,SEA_VN_HANOI,2021-12-06,train,Vietnam,Hanoi,0.0,0.0,0.0,0.0,0.0687096774193548
SEA_VN_HANOI__20211207,SEA_VN_HANOI,2021-12-07,train,Vietnam,Hanoi,0.0,0.0,0.0,0.0,0.0687096774193548
SEA_VN_HANOI__20211208,SEA_VN_HANOI,2021-12-08,train,Vietnam,Hanoi,0.05,1.2,0.625,0.5562903225806451,0.6937096774193549
SEA_VN_HANOI__20211209,SEA_VN_HANOI,2021-12-09,train,Vietnam,Hanoi,0.48,0.0,0.24,0.24,0.3087096774193548
SEA_VN_HANOI__20211210,SEA_VN_HANOI,2021-12-10,train,Vietnam,Hanoi,0.0,0.0,0.0,0.0,0.0687096774193548
SEA_VN_HANOI__20211211,SEA_VN_HANOI,2021-12-11,train,Vietnam,Hanoi,0.0,0.2,0.1,0.0312903225806451,0.1687096774193548
SEA_VN_HANOI__20211212,SEA_VN_HANOI,2021-12-12,train,Vietnam,Hanoi,0.13,0.1,0.115,0.065,0.1837096774193548
SEA_VN_HANOI__20211213,SEA_VN_HANOI,2021-12-13,train,Vietnam,Hanoi,0.25,0.0,0.125,0.125,0.1937096774193548
SEA_VN_HANOI__20211214,SEA_VN_HANOI,2021-12-14,train,Vietnam,Hanoi,0.06,0.0,0.03,0.03,0.0987096774193548
SEA_VN_HANOI__20211215,SEA_VN_HANOI,2021-12-15,train,Vietnam,Hanoi,0.0,0.1,0.05,0.0,0.1187096774193548
SEA_VN_HANOI__20211216,SEA_VN_HANOI,2021-12-16,train,Vietnam,Hanoi,0.0,0.9,0.45,0.3812903225806451,0.5187096774193548
SEA_VN_HANOI__20211217,SEA_VN_HANOI,2021-12-17,train,Vietnam,Hanoi,0.0,0.0,0.0,0.0,0.0687096774193548
SEA_VN_HANOI__20211218,SEA_VN_HANOI,2021-12-18,train,Vietnam,Hanoi,0.0,0.0,0.0,0.0,0.0687096774193548
SEA_VN_HANOI__20211219,SEA_VN_HANOI,2021-12-19,train,Vietnam,Hanoi,0.0,0.0,0.0,0.0,0.0687096774193548
SEA_VN_HANOI__20211220,SEA_VN_HANOI,2021-12-20,train,Vietnam,Hanoi,0.02,0.0,0.01,0.01,0.0787096774193548
SEA_VN_HANOI__20211221,SEA_VN_HANOI,2021-12-21,train,Vietnam,Hanoi,0.02,0.0,0.01,0.01,0.0787096774193548
SEA_VN_HANOI__20211222,SEA_VN_HANOI,2021-12-22,train,Vietnam,Hanoi,0.0,0.0,0.0,0.0,0.0687096774193548
SEA_VN_HANOI__20211223,SEA_VN_HANOI,2021-12-23,train,Vietnam,Hanoi,0.0,0.0,0.0,0.0,0.0687096774193548
SEA_VN_HANOI__20211224,SEA_VN_HANOI,2021-12-24,train,Vietnam,Hanoi,0.0,1.0,0.5,0.4312903225806451,0.5687096774193549
SEA_VN_HANOI__20211225,SEA_VN_HANOI,2021-12-25,train,Vietnam,Hanoi,1.53,2.1,1.815,1.7462903225806452,1.883709677419355
SEA_VN_HANOI__20211226,SEA_VN_HANOI,2021-12-26,train,Vietnam,Hanoi,3.26,1.9,2.58,2.511290322580645,2.6487096774193546
SEA_VN_HANOI__20211227,SEA_VN_HANOI,2021-12-27,train,Vietnam,Hanoi,1.11,0.0,0.555,0.555,0.6237096774193549
SEA_VN_HANOI__20211228,SEA_VN_HANOI,2021-12-28,train,Vietnam,Hanoi,0.03,0.0,0.015,0.015,0.0837096774193548
SEA_VN_HANOI__20211229,SEA_VN_HANOI,2021-12-29,train,Vietnam,Hanoi,0.21,0.0,0.105,0.105,0.1737096774193548
SEA_VN_HANOI__20211230,SEA_VN_HANOI,2021-12-30,train,Vietnam,Hanoi,0.55,0.1,0.325,0.275,0.3937096774193548
SEA_VN_HANOI__20211231,SEA_VN_HANOI,2021-12-31,train,Vietnam,Hanoi,0.27,0.0,0.135,0.135,0.2037096774193548
SEA_VN_HANOI__20220101,SEA_VN_HANOI,2022-01-01,train,Vietnam,Hanoi,0.03,0.0,0.015,0.015,0.1391935483870968
SEA_VN_HANOI__20220102,SEA_VN_HANOI,2022-01-02,train,Vietnam,Hanoi,0.01,0.0,0.005,0.005,0.1291935483870968
SEA_VN_HANOI__20220103,SEA_VN_HANOI,2022-01-03,train,Vietnam,Hanoi,0.0,0.0,0.0,0.0,0.1241935483870968
SEA_VN_HANOI__20220104,SEA_VN_HANOI,2022-01-04,train,Vietnam,Hanoi,0.0,0.0,0.0,0.0,0.1241935483870968
SEA_VN_HANOI__20220105,SEA_VN_HANOI,2022-01-05,train,Vietnam,Hanoi,0.0,0.0,0.0,0.0,0.1241935483870968
SEA_VN_HANOI__20220106,SEA_VN_HANOI,2022-01-06,train,Vietnam,Hanoi,0.0,2.8,1.4,1.275806451612903,1.5241935483870968
SEA_VN_HANOI__20220107,SEA_VN_HANOI,2022-01-07,train,Vietnam,Hanoi,0.03,0.4,0.215,0.0908064516129032,0.3391935483870968
SEA_VN_HANOI__20220108,SEA_VN_HANOI,2022-01-08,train,Vietnam,Hanoi,0.05,3.7,1.875,1.7508064516129032,1.9991935483870968
SEA_VN_HANOI__20220109,SEA_VN_HANOI,2022-01-09,train,Vietnam,Hanoi,0.11,2.3,1.2049999999999998,1.080806451612903,1.3291935483870967
SEA_VN_HANOI__20220110,SEA_VN_HANOI,2022-01-10,train,Vietnam,Hanoi,0.92,1.3,1.11,0.9858064516129031,1.234193548387097
SEA_VN_HANOI__20220111,SEA_VN_HANOI,2022-01-11,train,Vietnam,Hanoi,0.07,0.0,0.035,0.035,0.1591935483870968
SEA_VN_HANOI__20220112,SEA_VN_HANOI,2022-01-12,train,Vietnam,Hanoi,0.14,0.7,0.42,0.2958064516129032,0.5441935483870968
SEA_VN_HANOI__20220113,SEA_VN_HANOI,2022-01-13,train,Vietnam,Hanoi,0.51,1.1,0.805,0.6808064516129033,0.9291935483870968
SEA_VN_HANOI__20220114,SEA_VN_HANOI,2022-01-14,train,Vietnam,Hanoi,0.09,0.0,0.045,0.045,0.1691935483870968
SEA_VN_HANOI__20220115,SEA_VN_HANOI,2022-01-15,train,Vietnam,Hanoi,0.37,0.4,0.385,0.2608064516129032,0.5091935483870969
SEA_VN_HANOI__20220116,SEA_VN_HANOI,2022-01-16,train,Vietnam,Hanoi,8.98,4.9,6.94,6.815806451612904,7.064193548387097
SEA_VN_HANOI__20220117,SEA_VN_HANOI,2022-01-17,train,Vietnam,Hanoi,14.88,2.0,8.440000000000001,8.315806451612904,8.564193548387097
SEA_VN_HANOI__20220118,SEA_VN_HANOI,2022-01-18,train,Vietnam,Hanoi,0.26,0.0,0.13,0.13,0.2541935483870968
SEA_VN_HANOI__20220119,SEA_VN_HANOI,2022-01-19,train,Vietnam,Hanoi,0.62,0.0,0.31,0.31,0.4341935483870968
SEA_VN_HANOI__20220120,SEA_VN_HANOI,2022-01-20,train,Vietnam,Hanoi,6.72,1.7,4.21,4.085806451612903,4.334193548387097
SEA_VN_HANOI__20220121,SEA_VN_HANOI,2022-01-21,train,Vietnam,Hanoi,15.87,12.1,13.985,13.860806451612902,14.109193548387095
SEA_VN_HANOI__20220122,SEA_VN_HANOI,2022-01-22,train,Vietnam,Hanoi,12.77,0.0,6.385,6.385,6.509193548387096
SEA_VN_HANOI__20220123,SEA_VN_HANOI,2022-01-23,train,Vietnam,Hanoi,0.24,0.9,0.5700000000000001,0.4458064516129032,0.6941935483870968
